Accession ID	Collection date	Submission date	Location
EPI_ISL_16960753	2022-01-17	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960752	2022-01-16	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960750	2022-01-14	2023-02-17	South America / Brazil / Parana / Curitiba
EPI_ISL_16960749	2022-01-14	2023-02-17	South America / Brazil / Parana / Curitiba
EPI_ISL_16960748	2022-01-14	2023-02-17	South America / Brazil / Pernambuco / Recife
EPI_ISL_16960747	2022-01-14	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960746	2022-01-14	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960744	2022-01-11	2023-02-17	South America / Brazil / Pernambuco / Recife
EPI_ISL_16960743	2022-01-11	2023-02-17	South America / Brazil / Pernambuco / Recife
EPI_ISL_16960742	2022-01-11	2023-02-17	South America / Brazil / Pernambuco / Recife
EPI_ISL_16960740	2022-01-10	2023-02-17	South America / Brazil / Pernambuco / Recife
EPI_ISL_16960739	2022-01-10	2023-02-17	South America / Brazil / Pernambuco / Recife
EPI_ISL_16960737	2022-01-10	2023-02-17	South America / Brazil / Rio de Janeiro
EPI_ISL_16960736	2022-01-07	2023-02-17	South America / Brazil / Rio de Janeiro
EPI_ISL_16960735	2022-01-07	2023-02-17	South America / Brazil / Rio de Janeiro
EPI_ISL_16960732	2022-01-07	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960731	2022-01-06	2023-02-17	South America / Brazil / Rio de Janeiro
EPI_ISL_16960730	2022-01-05	2023-02-17	South America / Brazil / Ceara / Fortaleza
EPI_ISL_16960727	2022-01-05	2023-02-17	South America / Brazil / Parana / Curitiba
EPI_ISL_16960726	2022-01-05	2023-02-17	South America / Brazil / Parana / Curitiba
EPI_ISL_16960725	2022-01-05	2023-02-17	South America / Brazil / Parana / Curitiba
EPI_ISL_16960724	2022-01-05	2023-02-17	South America / Brazil / Parana / Curitiba
EPI_ISL_16960722	2022-01-05	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960721	2022-01-04	2023-02-17	South America / Brazil / Ceara / Fortaleza
EPI_ISL_16960720	2022-01-04	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960719	2022-01-04	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960718	2022-01-04	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960717	2022-01-04	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960716	2022-01-03	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960715	2022-01-03	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960714	2022-01-03	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960712	2022-01-01	2023-02-17	South America / Brazil / Sao Paulo
EPI_ISL_16960711	2021-12-31	2023-02-17	South America / Brazil / Ceara / Fortaleza
